pathway	consistency	p-value	FDR
REACTOME_METABOLISM_OF_LIPIDS	0.0	1.0	1.0
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE	0.0	1.0	1.0
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	0.0	1.0	1.0
REACTOME_MET_RECEPTOR_RECYCLING	0.0	1.0	1.0
REACTOME_MICRORNA_MIRNA_BIOGENESIS	0.0	1.0	1.0
REACTOME_METABOLISM_OF_COFACTORS	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	0.0	1.0	1.0
REACTOME_MITOTIC_PROMETAPHASE	0.0	1.0	1.0
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	0.0	1.0	1.0
REACTOME_MITOTIC_G2_G2_M_PHASES	0.0	1.0	1.0
RIZKI_TUMOR_INVASIVENESS_2D_UP	0.0	1.0	1.0
REACTOME_MITOPHAGY	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_UNCOUPLING	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_TRANSLATION	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_RNA_DEGRADATION	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_MRNA_MODIFICATION	0.0	1.0	1.0
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	0.0	1.0	1.0
REACTOME_MITOCHONDRIAL_BIOGENESIS	0.0	1.0	1.0
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	0.0	1.0	1.0
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION	0.0	1.0	1.0
REACTOME_MISMATCH_REPAIR	0.0	1.0	1.0
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	0.0	1.0	1.0
REACTOME_MISCELLANEOUS_SUBSTRATES	0.0	1.0	1.0
REACTOME_MIRO_GTPASE_CYCLE	0.0	1.0	1.0
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	0.0	1.0	1.0
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	0.0	1.0	1.0
REACTOME_LAMININ_INTERACTIONS	0.0	1.0	1.0
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	0.0	1.0	1.0
REACTOME_MAP2K_AND_MAPK_ACTIVATION	0.0	1.0	1.0
REACTOME_MALATE_ASPARTATE_SHUTTLE	0.0	1.0	1.0
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	0.0	1.0	1.0
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.0	1.0	1.0
REACTOME_LYSINE_CATABOLISM	0.0	1.0	1.0
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION	0.0	1.0	1.0
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	0.0	1.0	1.0
REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX	0.0	1.0	1.0
REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER	0.0	1.0	1.0
REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME	0.0	1.0	1.0
REACTOME_LOSS_OF_FUNCTION_OF_KMT2D_IN_KABUKI_SYNDROME	0.0	1.0	1.0
REACTOME_LONG_TERM_POTENTIATION	0.0	1.0	1.0
REACTOME_LIPOPHAGY	0.0	1.0	1.0
REACTOME_MAPK1_ERK2_ACTIVATION	0.0	1.0	1.0
REACTOME_LIPID_PARTICLE_ORGANIZATION	0.0	1.0	1.0
REACTOME_LINOLEIC_ACID_LA_METABOLISM	0.0	1.0	1.0
REACTOME_LIGAND_RECEPTOR_INTERACTIONS	0.0	1.0	1.0
REACTOME_LGI_ADAM_INTERACTIONS	0.0	1.0	1.0
REACTOME_LEUKOTRIENE_RECEPTORS	0.0	1.0	1.0
REACTOME_LEISHMANIA_INFECTION	0.0	1.0	1.0
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	0.0	1.0	1.0
REACTOME_LDL_REMODELING	0.0	1.0	1.0
REACTOME_LDL_CLEARANCE	0.0	1.0	1.0
REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS	0.0	1.0	1.0
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	0.0	1.0	1.0
REACTOME_LANOSTEROL_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	0.0	1.0	1.0
REACTOME_MAPK1_MAPK3_SIGNALING	0.0	1.0	1.0
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	0.0	1.0	1.0
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE	0.0	1.0	1.0
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.0	1.0	1.0
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	0.0	1.0	1.0
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	0.0	1.0	1.0
REACTOME_MEMBRANE_TRAFFICKING	0.0	1.0	1.0
REACTOME_MELANIN_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_MEIOTIC_SYNAPSIS	0.0	1.0	1.0
REACTOME_MEIOTIC_RECOMBINATION	0.0	1.0	1.0
REACTOME_MEIOSIS	0.0	1.0	1.0
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS	0.0	1.0	1.0
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	0.0	1.0	1.0
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	0.0	1.0	1.0
REACTOME_MECHANICAL_LOAD_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_OSTEOCYTES	0.0	1.0	1.0
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN	0.0	1.0	1.0
REACTOME_MAPK3_ERK1_ACTIVATION	0.0	1.0	1.0
REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN	0.0	1.0	1.0
REACTOME_MATURATION_OF_SARS_COV_1_SPIKE_PROTEIN	0.0	1.0	1.0
REACTOME_MATURATION_OF_SARS_COV_1_NUCLEOPROTEIN	0.0	1.0	1.0
REACTOME_MATURATION_OF_PROTEIN_3A	0.0	1.0	1.0
REACTOME_MATURATION_OF_DENV_PROTEINS	0.0	1.0	1.0
REACTOME_MATRIGLYCAN_BIOSYNTHESIS_ON_DAG1	0.0	1.0	1.0
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.0	1.0	1.0
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	0.0	1.0	1.0
REACTOME_MAPLE_SYRUP_URINE_DISEASE	0.0	1.0	1.0
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.0	1.0	1.0
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	0.0	1.0	1.0
REACTOME_MAPK6_MAPK4_SIGNALING	0.0	1.0	1.0
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	0.0	1.0	1.0
REACTOME_HISTIDINE_CATABOLISM	0.0	1.0	1.0
REACTOME_HIGH_LAMINAR_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_PECAM1_CDH5_KDR_IN_ENDOTHELIAL_CELLS	0.0	1.0	1.0
REACTOME_FCGR_ACTIVATION	0.0	1.0	1.0
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	0.0	1.0	1.0
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	0.0	1.0	1.0
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	0.0	1.0	1.0
REACTOME_FGFR2_ALTERNATIVE_SPLICING	0.0	1.0	1.0
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.0	1.0	1.0
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	0.0	1.0	1.0
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	0.0	1.0	1.0
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.0	1.0	1.0
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	0.0	1.0	1.0
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	0.0	1.0	1.0
REACTOME_FERTILIZATION	0.0	1.0	1.0
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	0.0	1.0	1.0
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	0.0	1.0	1.0
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	0.0	1.0	1.0
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	0.0	1.0	1.0
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	0.0	1.0	1.0
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	0.0	1.0	1.0
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	0.0	1.0	1.0
REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER	0.0	1.0	1.0
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS	0.0	1.0	1.0
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_FATTY_ACID_METABOLISM	0.0	1.0	1.0
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	0.0	1.0	1.0
REACTOME_FATTY_ACIDS	0.0	1.0	1.0
REACTOME_FASTK_FAMILY_PROTEINS_REGULATE_PROCESSING_AND_STABILITY_OF_MITOCHONDRIAL_RNAS	0.0	1.0	1.0
REACTOME_FASL_CD95L_SIGNALING	0.0	1.0	1.0
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	0.0	1.0	1.0
REACTOME_FIBRONECTIN_MATRIX_FORMATION	0.0	1.0	1.0
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.0	1.0	1.0
REACTOME_FORMATION_OF_NEURONAL_PROGENITOR_AND_NEURONAL_BAF_NPBAF_AND_NBAF	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_EMBRYONIC_STEM_CELL_BAF_ESBAF_COMPLEX	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_CANONICAL_BAF_CBAF_COMPLEX	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_ANTERIOR_NEURAL_PLATE	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_ACTIVE_COFACTOR_UDP_GLUCURONATE	0.0	1.0	1.0
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	0.0	1.0	1.0
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF	0.0	1.0	1.0
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX	0.0	1.0	1.0
REACTOME_FORMATION_OF_PARAXIAL_MESODERM	0.0	1.0	1.0
REACTOME_FORMATION_OF_LATERAL_PLATE_MESODERM	0.0	1.0	1.0
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE	0.0	1.0	1.0
REACTOME_FORMATION_OF_INTERMEDIATE_MESODERM	0.0	1.0	1.0
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.0	1.0	1.0
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	0.0	1.0	1.0
REACTOME_FORMATION_OF_DEFINITIVE_ENDODERM	0.0	1.0	1.0
REACTOME_FORMATION_OF_AXIAL_MESODERM	0.0	1.0	1.0
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.0	1.0	1.0
REACTOME_FORMATION_OF_APOPTOSOME	0.0	1.0	1.0
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	0.0	1.0	1.0
REACTOME_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES	0.0	1.0	1.0
REACTOME_FLT3_SIGNALING_IN_DISEASE	0.0	1.0	1.0
REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS	0.0	1.0	1.0
REACTOME_FLT3_SIGNALING	0.0	1.0	1.0
REACTOME_FANCONI_ANEMIA_PATHWAY	0.0	1.0	1.0
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	0.0	1.0	1.0
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	0.0	1.0	1.0
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.0	1.0	1.0
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.0	1.0	1.0
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	0.0	1.0	1.0
REACTOME_EPH_EPHRIN_SIGNALING	0.0	1.0	1.0
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.0	1.0	1.0
REACTOME_EPHRIN_SIGNALING	0.0	1.0	1.0
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	0.0	1.0	1.0
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.0	1.0	1.0
REACTOME_ENTEROBACTERIAL_FACTORS_ANTAGONIZE_HOST_DEFENSE	0.0	1.0	1.0
REACTOME_ENOS_ACTIVATION	0.0	1.0	1.0
REACTOME_ENHANCED_BINDING_OF_GP1BA_VARIANT_TO_VWF_MULTIMER_COLLAGEN	0.0	1.0	1.0
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.0	1.0	1.0
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.0	1.0	1.0
REACTOME_ENDOGENOUS_STEROLS	0.0	1.0	1.0
REACTOME_EPITHELIAL_MESENCHYMAL_TRANSITION_EMT_DURING_GASTRULATION	0.0	1.0	1.0
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	0.0	1.0	1.0
REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS	0.0	1.0	1.0
REACTOME_ELASTIC_FIBRE_FORMATION	0.0	1.0	1.0
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.0	1.0	1.0
REACTOME_EICOSANOIDS	0.0	1.0	1.0
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	0.0	1.0	1.0
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	0.0	1.0	1.0
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	0.0	1.0	1.0
REACTOME_EGFR_DOWNREGULATION	0.0	1.0	1.0
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.0	1.0	1.0
REACTOME_ECM_PROTEOGLYCANS	0.0	1.0	1.0
REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS	0.0	1.0	1.0
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	0.0	1.0	1.0
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	0.0	1.0	1.0
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	0.0	1.0	1.0
REACTOME_ESTROGEN_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.0	1.0	1.0
REACTOME_EXTENSION_OF_TELOMERES	0.0	1.0	1.0
REACTOME_EXPRESSION_OF_NOTCH2NL_GENES	0.0	1.0	1.0
REACTOME_EXPRESSION_OF_BMAL_ARNTL_CLOCK_AND_NPAS2	0.0	1.0	1.0
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	0.0	1.0	1.0
REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES	0.0	1.0	1.0
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.0	1.0	1.0
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	0.0	1.0	1.0
REACTOME_ETHANOL_OXIDATION	0.0	1.0	1.0
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	0.0	1.0	1.0
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	0.0	1.0	1.0
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.0	1.0	1.0
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	0.0	1.0	1.0
REACTOME_ERBB2_REGULATES_CELL_MOTILITY	0.0	1.0	1.0
REACTOME_ESR_MEDIATED_SIGNALING	0.0	1.0	1.0
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	0.0	1.0	1.0
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	0.0	1.0	1.0
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5	0.0	1.0	1.0
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	0.0	1.0	1.0
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG	0.0	1.0	1.0
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	0.0	1.0	1.0
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	0.0	1.0	1.0
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	0.0	1.0	1.0
REACTOME_ERK_MAPK_TARGETS	0.0	1.0	1.0
REACTOME_ERKS_ARE_INACTIVATED	0.0	1.0	1.0
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_NON_CANONICAL_BAF_NCBAF_COMPLEX	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_POLYBROMO_BAF_PBAF_COMPLEX	0.0	1.0	1.0
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	0.0	1.0	1.0
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.0	1.0	1.0
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.0	1.0	1.0
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	0.0	1.0	1.0
REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	0.0	1.0	1.0
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.0	1.0	1.0
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	0.0	1.0	1.0
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.0	1.0	1.0
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.0	1.0	1.0
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.0	1.0	1.0
REACTOME_GPER1_SIGNALING	0.0	1.0	1.0
REACTOME_GPCR_LIGAND_BINDING	0.0	1.0	1.0
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	0.0	1.0	1.0
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	0.0	1.0	1.0
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.0	1.0	1.0
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.0	1.0	1.0
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	0.0	1.0	1.0
REACTOME_GLYCOSPHINGOLIPID_TRANSPORT	0.0	1.0	1.0
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.0	1.0	1.0
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	0.0	1.0	1.0
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.0	1.0	1.0
REACTOME_GLYCOGEN_SYNTHESIS	0.0	1.0	1.0
REACTOME_GLYCOGEN_STORAGE_DISEASES	0.0	1.0	1.0
REACTOME_GLYCOGEN_METABOLISM	0.0	1.0	1.0
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.0	1.0	1.0
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.0	1.0	1.0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	0.0	1.0	1.0
REACTOME_FORMATION_OF_THE_POSTERIOR_NEURAL_PLATE	0.0	1.0	1.0
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	0.0	1.0	1.0
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.0	1.0	1.0
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.0	1.0	1.0
REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION	0.0	1.0	1.0
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.0	1.0	1.0
REACTOME_HEMOSTASIS	0.0	1.0	1.0
REACTOME_HEME_SIGNALING	0.0	1.0	1.0
REACTOME_HEME_DEGRADATION	0.0	1.0	1.0
REACTOME_HEME_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_HEDGEHOG_ON_STATE	0.0	1.0	1.0
REACTOME_HEDGEHOG_OFF_STATE	0.0	1.0	1.0
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	0.0	1.0	1.0
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	0.0	1.0	1.0
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	0.0	1.0	1.0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.0	1.0	1.0
REACTOME_HDMS_DEMETHYLATE_HISTONES	0.0	1.0	1.0
REACTOME_HDL_REMODELING	0.0	1.0	1.0
REACTOME_HDL_CLEARANCE	0.0	1.0	1.0
REACTOME_HDL_ASSEMBLY	0.0	1.0	1.0
REACTOME_HDACS_DEACETYLATE_HISTONES	0.0	1.0	1.0
REACTOME_HCMV_LATE_EVENTS	0.0	1.0	1.0
REACTOME_HCMV_INFECTION	0.0	1.0	1.0
REACTOME_HCMV_EARLY_EVENTS	0.0	1.0	1.0
REACTOME_HATS_ACETYLATE_HISTONES	0.0	1.0	1.0
REACTOME_G_PROTEIN_MEDIATED_EVENTS	0.0	1.0	1.0
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.0	1.0	1.0
REACTOME_G_PROTEIN_ACTIVATION	0.0	1.0	1.0
REACTOME_GLYCINE_DEGRADATION	0.0	1.0	1.0
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	0.0	1.0	1.0
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	0.0	1.0	1.0
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.0	1.0	1.0
REACTOME_GAB1_SIGNALOSOME	0.0	1.0	1.0
REACTOME_G2_PHASE	0.0	1.0	1.0
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	0.0	1.0	1.0
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.0	1.0	1.0
REACTOME_G2_M_CHECKPOINTS	0.0	1.0	1.0
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.0	1.0	1.0
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	0.0	1.0	1.0
REACTOME_G0_AND_EARLY_G1	0.0	1.0	1.0
REACTOME_FRUCTOSE_METABOLISM	0.0	1.0	1.0
REACTOME_FRUCTOSE_CATABOLISM	0.0	1.0	1.0
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	0.0	1.0	1.0
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	0.0	1.0	1.0
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	0.0	1.0	1.0
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	0.0	1.0	1.0
REACTOME_FREE_FATTY_ACID_RECEPTORS	0.0	1.0	1.0
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	0.0	1.0	1.0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	0.0	1.0	1.0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.0	1.0	1.0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.0	1.0	1.0
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	0.0	1.0	1.0
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	0.0	1.0	1.0
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE	0.0	1.0	1.0
REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	0.0	1.0	1.0
